Identifier (Email/name),Gender,Status,Attended,Attended_Before,Education,Job,Employer,LinkedIn,Tech_Background,How_Found,Expectations,Formated_Date,City,Venue,Type,Ticket_Quantity,fake_event_id
fff2455b72c81ca4db5696ef535e6587,Female,N/A,Y,N,Nottingham Trent University (by MDIS),Marketing Executive,,,Google Analytics,Facebook events,More knowledge on usage of data analytics softwares,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
aff31b593f8a3e6744aee706f81eb39c,Female,N/A,Y,N,NTU,Marketing Executive,,,"Google Analytics, FB Insights, SPSS",A friend,A better understand of data analytics and how to use them to drive marketing decisions,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
3c08cbc9884837970b7b0d2db0a97181,Female,N/A,Y,N,Bachelor of Business IT,Digital Product Manager,,,Not really,Facebook,How to use Analytics effectively in developing products,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
a9737ed6521dce6d947a07fbaa4b8bf6,Female,N/A,Y,N,Uni,Marcomms and media relations consultant,,,New to it,Facebook,Being able to understand socmed data analytics more re: my job,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
29b1e5365eea051aea6be5627569d32a,Female,N/A,Y,Y,Antwerp Management School,Director of Marketing,,,Google Analytics,Friend,Learning how to use data analytics better in marketing,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
9d1b937ba210f95e88102fa6bd0e3c25,Female,N/A,Y,N,NUS,Marketing internship,,,A little bit of R,Facebook events,An introduction and where to go from here,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
aeabbcd73b282d16c2b4767213cafd8b,Female,Didn`t show up,N,N,The University of Melbourne,Business Consultant,,,SAS,Facebook,New career options,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
61a8bc9422392f0b7d7fafa99615ea5c,Female,N/A,Y,N,NTU,Market research and consumer insight,,,"spss, excel, just got to know about google analytics/similarweb etc",word of mouth,about to do some digital marketing analytics to supplement my job as market researcher,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
c263599f0bb2a73b16a0fcbb2917c0d3,Female,Canceled,N,N,Singapore Management University,Marketing Manager,,,"I took a marketing info systems module at SMU and interned with Citibank's Decision Management function. In both, SQL was used and at Citi, I used SAS. Some time in the past I'd also learnt C++ and Matlab but have forgotten most of this!",A friend recommended it to me,My current role doesn't offer much opportunity for using data in marketing and I'd like to see what the trends in the market are and try to keep up to date.,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
3d66c5779bef4eb613f7040e826b2d6a,Female,N/A,Y,N,Afeka college Tel Aviv,BA and project manager at Diners Club Singapore,,,No experience,Facebook,Understand how to market future business,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
f0080c3d1237e77f8c92a9743ff89007,Female,Canceled,N,N,Diploma,Project Manager,,,Google Analytics + exposure during work on social analytics,LinkedIn,a bigger understanding about digital analytics as a whole,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
d82e0ee999f7c366146528a5c358707a,Female,N/A,Y,N,George Washington Uni,HRBP,,,None,Techladies,An understanding on online platform marketing analytics,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
1676a5a81c7f98961adc34bca502a3e7,Female,Canceled,N,N,singapore management university,content specialist,,,SAS,Facebook,I am very interested in learning more about Facebook analytics as it is very relevant to my current role.,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
1957ba88d3698a00a6a8b67a2a70215c,Female,N/A,Y,N,University,Own Small Business,,,Google Analytics in my own company website,Friend,Latest Analytics Tools,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
b7e8797393a5537c35f012b70ed1fec0,Female,N/A,Y,N,National university of Singapore,Content Specialist,,,Marketing social analytics software + producing in house industry studies using said software,Word of mouth,Deeper understanding of how to interpret data,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
6bd438b071ed460775754b588b3ff8b9,Female,N/A,Y,N,Business & Economics Master Degree at Università degli Studi di Milano Bicocca (Italy),"I worked 3 years in IBM as Inside Sales Representative and 1 year and a half at TripAdvisor as Account Manager. I dealt with data analytics during my job at TripAdvisor, especially insights data from my company and Google Analytics data.",,,I have experience with Google Analytics as I was helping my clients at TripAdvisor to read these data in order to implement strategies for attracting clients to their hotel door.,Someone shared it on Facebook,I would love to know more about the latest trend in the market regarding digital analytics.,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
e9e62a209466b1baf63e1b0d452ca288,Female,N/A,Y,N,SMU,"Inbound marketing manager at Digimind, a social intelligence software. Our company focuses on providing data and insights to clients via our software. The marketing team also produce reports, ebooks and blogs based on industry data",,,"Google analytics, R, social media analytics",Facebook,Understand more about what brands need to do with their data so we can better advise them on best practices,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
b8a2cca754ff2fa3c1502cf4cba31d91,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
025b73e8c544ccc00d41f6c4dd1dd38a,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
cadbed57b9ebf5c5df12a2a8a6b34208,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
8db64407cd077f73e11e981002c43e1b,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
2a39115b78057b37874447d85e81eec2,Female,Canceled,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
c9a0630491aeb55c90ac9992ce1d3540,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
bec457503709ec0a54f4e21ac6b3d50b,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
b564a5f6187ba5858eedc310d2dfc9e8,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
b1525c9aeb5b9bcded3fd27edb66495e,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
cdcad76f8960bed95b82b2d9b3ae39a7,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
6add26ba6268dac04799a54ec238a5dc,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
7cb1ff0c374d5080c8d71cb3aaa04e1a,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
46720abefb84c338477fe4fedf9373f9,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
4d876a2b03a8d974311a2d03ba0166c8,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
9e9fcbd9aca9a6fadf43ecac6664c9e6,Female,Didn`t show up,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
eb80647d8c03e4867794fd52b6b72eae,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
0997fc42e8e51c5ac908ef0e28175d65,Female,N/A,Y,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
5c5bf8446c1a15352728f0da9365c5e3,Female,Waitlist,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
0df54fae62c46f37a72e5304d11340f0,Female,Waitlist,N,,,,,,,,,2018-03-01,Singapore,"38 Beach Road, #22-00, South Beach Tower, Singapore 189767",Digital Marketing FB,1,6
6d92dc8b023989e3b26787591f01218e,Female,,N,,University at Buffalo,Executive (Event and Administration),,,Python and google analystics,Facebook group,Digital analytics and marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
f972282b0da7b41c9bc901cff1fb8774,Female,,Y,,NUS,Analyst,,,Absolutr beginner,Datadriven FB Group,Better usage of he software to analyse data,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
e8fadb001aefe5c0a914e17a38dfb4df,Female,,Y,,Bachelor degree,Regional marketing manager,,,I received Google Analytics certification,Attended the first data workshop in Singapore.,Better understanding on the application of data analytics in digital marketing.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
5d4080df7a231dc21ca81f6e45b06352,Female,,N,,Currently working on an undergraduate in International Relations,"Initially I didn't think that analytics is relevant to an International Relations major. Over time, by exploring options and broadening my exposure, I've learnt that it is something that can be applied to any context, even a non-technical major such as International Relations. I've hard the opportunity to witness how it can be important and would like to pick up relevant skills on my own from this workshop!",,,Limited experience with R and Tableau,Facebook,Skills that can be applied to a student club I'm part of,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
28b08fd16cad97fb15406692805b7207,Female,,N,,PSB Academy,IT Coordinator,,,"SQL, Java, Tableau",Facebook,Knowledge about Digital Marketing and how relevant is analytics in the modern industry,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
25b88defe9124cfd265048657e915cb0,Female,,Y,,Bachelor of Commerce,Finance executive,,,Basics of python,Facebook,Some understanding of digital marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
1d8bf0075d2b4095e930710e0817c268,Female,,N,,National University of Singapore,Events and Programmes Manager,,,I have no technical background in data.,Through DataGirls!,A foundational grasp on how to optimize marketing analytics.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
5810f498d2f788c4ef0cc6846b26e264,Female,,Y,,James Cook University,Marketing,,,None,Datagirls,Insight into data analytics wrt marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
58749e83edca8221aec116862a6e1b50,Female,,N,,Raffles Institution (Junior college),Software engineer at TradeGecko (product company doing inventory management),,,"Build webapps in Ruby, JavaScript, SQL for data analysis, python",Facebook group,"Foundations of data analytics to learn more on my own. Meet amazing people, community",2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
8a5fbd8699ea17142ff3787cde43a049,Female,,Y,,Ateneo de Manila University,Project manager,,,HTML,FB,Learn practical application,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
92f715a7f9bfe87fd0e58db74cfd3de0,Female,,Y,,Degree,Programmer in SAS,,,SQL SAS,Data girls,"Digital analytics, how can it help to target audience better in fb ads, fb ads relevant score and how to interpret ads report, business use case",2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
d1491af47825b45225205f0e738ba44a,Female,,Y,,University of Bradford,"Marketing Specialist. Always in traditional marketing and events management. I have no experience dealing with Data or statistics. Over the course of my career, I yearn to look for better approaches in my work that will minimize blind-spending and work on accurate information which would maximize ROI for campaigns, and been attending sharing sessions and talking to tech industry people that will bring me to the next level.",,,"No tech background but have a great interest to explore in data analytics, marketing automation and customer success",LinkedIn - Pavel's post,A deeper understanding on data analytics and practical application in marketing efforts.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
a918485278f62ec3782a2e66bd95a803,Female,,N,,Curtin Uni,"Legal Associate, previously Financial Auditor",,,"Google Analytics to Python, R",Datadriven,Digital Marketing Analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
ce352e12b3bf87e2bf2c6ea240f31b32,Female,,N,,ESCP Europe,Senior Consultant,,,Excel,DataDriven Facebook,Basics of Analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
f0f62d400f48aa5a0700a1b662ed436c,Female,,N,,SMU / Business Analytics,Shopee / Digital Marketing,,,"Google Analytics, Facebook",email,learn more abt,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
b6a713bbd65ac36619422b39d47a7127,Female,,Y,,India Degree,Support Specialist,,,"C, C++, Python",got notification,Learn new stuff,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
43373c6993be56bd7707fd365dc9553a,Female,,Y,,Bachelor's Degree,Partner Acquisitions (BD role),,,"HTML, CSS, and the entry level data girls workshop (which is awesome!)",Through Data Driven SG email,How to utilize new tools to garner insights from online marketing campaigns,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
b49de0dee295df8dbac057e607b86a51,Female,,Y,,masters in mass comms (NTU),Information officer,,,Completed a specialist diploma in big Data and big business analytics (NYP),Email,Have a grasp of how analytics is being used in the comms and marketing world,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
40fdbd35c395af985b4a491d0b2f730a,Female,,Y,,University of Birmingham,"Marketing Executive, marketing analytics is part of my job",,,"Google Analytics, Facebook Insights, SQL",eDM,To get a deeper understanding on Facebook Insights and to see how I am able to use the tools that are available to drive an effective marketing campaign backed with Data.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
e7bc2339bf7e66c47a61ab4d6f7fc212,Female,,Y,,NUS,Self Employed,,,None,Email,To be able to track my sites,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
486b459b38a41038c9f66b904cefd5f8,Female,,Y,,National University of Singapore,Marketing Manager,,,General Assembly Web Dev bootcamp,Previous workshop,Understand how to apply facebook analytics to future marketing plans,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
405a2be4cd27611144d4525f7a1ceb21,Female,,Y,,N Level,Self Employed,,,None,Friend,Analytics to improve business,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
c069ec3acaee85055b4fcedf128aafa2,Female,,Y,,SIM-UOL,Marketing Exec. I use data for marketing analysis!,,,"Experience in Google Analytics, Python, SQL",Email,Greater understanding of Digital Marketing and data,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
0c5d0ade58f4628802c19d7430c81a12,Female,,Y,,NUS,Analyst,,,R,Mailing list,Insights,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
05ada2f09279c9ccb5d008681078fb33,Female,,Y,,Master,Scientist,,,Beginner,datadriven.sg,Knowing more on digital marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
849b4d66fec86ff56f464c4841384a64,Female,,Y,,University of Birmingham,Senior Brand Development Executive,,,Brand Management,Collegues,Business Analytics for Social Media,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
30515b9ba662585874d167208224be89,Female,,N,,University of Western Australia,Engineer,,,"skill programming, C",email,knowledge,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
403cb4817613f211a5146c9eaa935101,Female,,Y,,NUS,UX designer,,,-,Email,Understanding of marketing digital analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
aba3775e11eb15afe511e5107358c6fa,Female,,N,,SMU,Marketing,,,None,Facebook,More knowledge on analytics for better decision making,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
46bb935d56c8af5cdf1874f3bc064040,Female,,Y,,India,Data Analyst,,,Techno Functional Data Professional,Email,Learning,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
79caa5ba97997426482ee3af4aa86e4e,Female,,Y,,NUS Business School,"Digital Media Consultant, I've had some touch points with data anlaytics before",,,I have some basic experience with Google Analytics,LinkedIn Post Pavel Bulowski,Insights into how Data Analytics is used in the Singaporean industry and meeting new people interested in Data Analytics.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
419a4911d0c0c346dc2c7dbac1cd2ab0,Female,,N,,Singapore polytechnic,Financial executive,,,No background. Picked up python online course.,Datagirls,Understanding current digital marketing trends and how data can come in handy.,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
1093fb209839360402031c4002bc35f0,Female,,Y,,Concordia University,Content writer,,,Basic,Mailing list,To Learn,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
f22728c3eb472fb454db602bb60a62b8,Female,,Y,,Singapore Management University,Sales Trader,,,None,Email,Digital trends,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
8d902c66422f0838076562552e4f2823,Female,,Y,,RMIT,Marketing Analyst,,,SQL,Datadriven,Knowledge about digital marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
c1010d2374263d4a2435026b1a753621,Female,,Y,,SUSS,Counselling,,,HTML lol,Email,New knowledge that's useful for running my private practice,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
4522662645e99c5f03680b5321cf15d4,Female,,Y,,Post-graduate student,working in a field related to public policy-making,,,NIL,Pavel from Datadriven.SG,gain an understanding in digital marketing analytics and the usefulness of it when conducting market/academic research,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
22c262f13c1c7ef9e41812732a6194e7,Female,,N,,Ntu,Lab tech,,,None,Online,Insights,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
2e7707007ece239daee9f0cc48e2bdfb,Female,,Y,,Bachelor of arts (Hons) Marketing Management,Sales Operations,,,Not much,From a friend,To further develop from the manual skills,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
7a5c6d0afb5ea302583a9bf52de2fa33,Female,,Y,,MBA,HR Talent Manager,,,None.,email.  Was an attendee at Datagirls worshop,Understand how to manage my Facebook ads and effectiveness of campaigns,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
16c206dd99434c717bd3ea903b3f2ef1,Female,,Y,,University,Data Scientist,,,R,Facebook,Skills,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
41d15af22f7e17043c8ffdc0b182978c,Female,,N,,Degree,N.A.,,,A little.,email,How analytics is used for marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
ad8a63934f90e0d912a0e5117e1740a9,Female,,Y,,Nus,Biz analyst,,,Excel,Facebook,Approach,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
06d1ac989d4795541f3613f7406bf8e1,Female,,N,,Goa engineering college,Software engineer. I don't have a lot of exposure to data analytics. I have basic experience in SQL,,,"PHP, Shell, SQL",Datadriven subscription,Basic understanding of data analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
513494db5f4fa55d5d06bf4fbca5facb,Female,,N,,NUS,Founder for edtech start-up,,,NIL,DATA DRIVEN FB GRP,"knowledge, skill sets",2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
94c6a460a2b1752c67f524d63f4743aa,Female,,Y,,Bachelor's - Oregon State University,"Customer Support - yes, a little, for management reports",,,No,Facebook,Understand more about Google Analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
d2db79a9b6442d2474971173f02eb425,Female,,Y,,Macquarie University,Wealth Management,,,Zero technical,A friend,Be equipped for my e-commerce start-up and other further start-up,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
019e81bd227554f4b3750b53c4286ac9,Female,,Y,,Bachelorof arts,Front end developer,,,Html css js,Email,learn effective digital mktg,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
eafb5fcbe07e9aad66ccb92cf9884798,Female,,N,,Bsc Hons computer science,I have worked with Double click reports but used Excel to analyse data i,,,I know SQL basic level,Via LinkedIn,"Understand best practices to analyse digital marketing data, using tools like Keboola and others",2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
35f68923d5cd2bbb9e6d4c280666bd09,Female,,N,,Bachelor degree of IT University of malaya,Front end developer,,,Html css jquery,Facebook,To learn sometime from this workshop may will help on my career path in future,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
be1b863ef1956f5ec0bf5e0bc1d88404,Female,,Y,,College,Managing Director,,,Basic of google analytics only,"I received an email from the ""shelovesdata"" team",Learning useful insights on how to read the results of digital marketing activities,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
42548e12c0ad3e3cd34b1ed624e87e15,Female,,Y,,Singapore Management University,Assistant manager for strategy,,,Excel,Email,New knowledge to boost my employability!,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
44d59602c2483ca8335b8d3bb3db3a50,Female,,N,,"University of London International, BSC in Economics and Management","I am spearheading a few large projects at my university focused on technology and innovation. One of them is a society I have founded called Innovation and Networking Society (IONS) where we are the first initiative at school, focused in cultivating innovation capabilities with an emphasis on computational and critical thinking.",,,"HTML, CSS, Flask, Tableau",She Loves Data FaceBook,To add an additional skill to my portfolio and make meaningful connections,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
17a452a98364567737aabb6ea7f68350,Female,,N,,NTU,Head of Dept,,,not much background except for attending the session by Datagirls earlier,through datagirls email list,Learn more about digital  marketing and apply in my area of work,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
1d4b137e8207353cc1adc9f07fa68e58,Female,,Y,,MBA,Financial Analyst,,,Tableau,Email,How to look at digital marketing,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
c5639126aa15bfe634ed112c16736e3d,Female,,Y,,University of London,Assistant Marketing Manager (Marketing Communications),,,Some understanding of Google Analytics,thebridge-asb facebook page,Greater understanding of marketing and social media web analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
59ccb3d416a2112cf8b5a8c8d279038f,Female,,Y,,NTU,Teacher,,,Nil,Word of mouth,How i can apply data analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
a41621da2b20146304126b2961e94a6c,Female,,Y,,Murdoch Uni,Senior Analyst,,,Google Analytic,Friend,Way to test hypothesis with data to solve business problem,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
61e47f89f2986ef62cdd9e46a812a35d,Female,,N,,NTU,Product developer,,,"Experience on data analysis using R, Google analytics",Email,Learn more about Marketing analysis,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
95173142ceb2d3524c33e706554dd60c,Female,,N,,Ntu,Implementation consultant,,,C#,Facebook,Digital marketing analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
3dc40dbac4cb7db2b9d5bef742f8e9a2,Female,,Y,,Masters Business Economics,Project Director,,,"GA, CRM & CMS platforms, project management SaS platforms",Datagirls,Digital Marketing Tools,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
9b277cdb277395a5d66e7f201b0845d9,Female,,Y,,O Levels,Holiday Science Camp coordinator,,,None,Facebook,Learn how to use digital marketing to help businesses,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
c55bfba271c074086364780ea4a026dd,Female,,Y,,MBA,Public Relations and Communications Manager,,,A little bit of GA,Email,How to realise upper management importance of DA to prove PR/Comms ROI,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
f1fb139e25ef8cdf971b87e0cc58d39e,Female,,N,,University,Environmental Consultant,,,Engineering,Referral,"Data analytics, statistics, real life applications and examples",2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
5a7d4629d58c4108166db70489caed9d,Female,,Y,,University College Dublin,Marketing Specialist,,,"Google analytics, omniture",Edm,Practical application,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
351534c5a244a87b1cac4288a11847e2,Female,,N,,UWA - Bachelor of Arts in Communication Studies,Content Assistant Manager,,,Google Analytics,Email List,Basic knowledge to digital marketing analytics,2017-12-07,Singapore,"theBridge, Ascent, 2 Science Park Dr, Singapore 118222",Digital Marketing FB,1,7
